0,1.06E+00
1,1.06E+00
2,1.06E+00
3,1.04E+00
4,1.03E+00
5,1.07E+00
6,1.07E+00
7,1.06E+00
8,1.06E+00
9,1.06E+00
10,1.06E+00
11,1.06E+00
12,1.09E+00
13,1.07E+00
14,1.06E+00
15,1.04E+00
16,1.03E+00
17,1.03E+00
18,1.03E+00
19,1.04E+00
20,1.04E+00
21,1.04E+00
22,1.03E+00
23,1.01E+00
24,1.00E+00
25,1.00E+00
26,1.00E+00
27,1.00E+00
28,1.01E+00
29,1.03E+00
30,1.04E+00
31,1.04E+00
32,1.04E+00
33,1.04E+00
34,1.03E+00
35,1.03E+00
36,1.04E+00
37,1.06E+00
38,1.06E+00
39,1.06E+00
40,1.06E+00
41,1.06E+00
42,1.06E+00
43,1.06E+00
44,1.06E+00
45,1.07E+00
46,1.07E+00
47,1.07E+00
48,1.07E+00
49,1.06E+00
50,1.04E+00
51,1.04E+00
52,1.06E+00
53,1.06E+00
54,1.07E+00
55,1.07E+00
56,1.07E+00
57,1.07E+00
58,1.06E+00
59,1.06E+00
60,1.06E+00
61,1.06E+00
62,1.06E+00
63,1.06E+00
64,1.04E+00
65,1.03E+00
66,1.03E+00
67,1.01E+00
68,1.00E+00
69,1.00E+00
70,1.03E+00
71,1.01E+00
72,1.01E+00
73,1.03E+00
74,1.01E+00
75,1.03E+00
76,1.03E+00
77,1.04E+00
78,1.07E+00
79,1.09E+00
80,1.09E+00
81,1.07E+00
82,1.06E+00
83,1.04E+00
84,1.04E+00
85,1.04E+00
86,1.04E+00
87,1.04E+00
88,1.06E+00
89,1.04E+00
90,1.03E+00
91,1.01E+00
92,1.00E+00
93,1.00E+00
94,1.01E+00
95,1.01E+00
96,1.03E+00
97,1.03E+00
98,1.03E+00
99,1.03E+00
100,1.01E+00
101,1.03E+00
102,1.04E+00
103,1.07E+00
104,1.09E+00
105,1.09E+00
106,1.09E+00
107,1.06E+00
108,1.06E+00
109,1.06E+00
110,1.06E+00
111,1.06E+00
112,1.06E+00
113,1.06E+00
114,1.06E+00
115,1.06E+00
116,1.06E+00
117,1.04E+00
118,1.03E+00
119,1.03E+00
120,1.03E+00
121,1.03E+00
122,1.03E+00
123,1.04E+00
124,1.01E+00
125,1.00E+00
126,1.00E+00
127,1.01E+00
128,1.01E+00
129,1.03E+00
130,1.03E+00
131,1.03E+00
132,1.01E+00
133,1.01E+00
134,1.01E+00
135,1.01E+00
136,1.03E+00
137,1.04E+00
138,1.06E+00
139,1.04E+00
140,1.04E+00
141,1.04E+00
142,1.04E+00
143,1.06E+00
144,1.07E+00
145,1.07E+00
146,1.09E+00
147,1.07E+00
148,1.07E+00
149,1.06E+00
150,1.06E+00
151,1.06E+00
152,1.06E+00
153,1.07E+00
154,1.07E+00
155,1.09E+00
156,1.07E+00
157,1.07E+00
158,1.06E+00
159,1.04E+00
160,1.04E+00
161,1.06E+00
162,1.06E+00
163,1.06E+00
164,1.06E+00
165,1.06E+00
166,1.06E+00
167,1.06E+00
168,1.06E+00
169,1.06E+00
170,1.07E+00
171,1.07E+00
172,1.09E+00
173,1.09E+00
174,1.07E+00
175,1.06E+00
176,1.06E+00
177,1.04E+00
178,1.03E+00
179,1.03E+00
180,1.04E+00
181,1.04E+00
182,1.03E+00
183,1.01E+00
184,1.00E+00
185,1.01E+00
186,1.01E+00
187,1.03E+00
188,1.03E+00
189,1.03E+00
190,1.03E+00
191,1.00E+00
192,1.00E+00
193,1.00E+00
194,1.01E+00
195,1.03E+00
196,1.03E+00
197,1.03E+00
198,1.03E+00
199,1.03E+00
200,1.03E+00
201,1.03E+00
202,1.04E+00
203,1.06E+00
204,1.07E+00
205,1.07E+00
206,1.07E+00
207,1.07E+00
208,1.06E+00
209,1.06E+00
210,1.06E+00
211,1.06E+00
212,1.06E+00
213,1.07E+00
214,1.06E+00
215,1.04E+00
216,1.03E+00
217,1.01E+00
218,1.01E+00
219,1.03E+00
220,1.03E+00
221,1.03E+00
222,1.03E+00
223,1.03E+00
224,1.01E+00
225,1.01E+00
226,1.00E+00
227,1.00E+00
228,1.01E+00
229,1.01E+00
230,1.01E+00
231,1.01E+00
232,1.01E+00
233,1.00E+00
234,1.00E+00
235,1.00E+00
236,1.01E+00
237,1.03E+00
238,1.04E+00
239,1.04E+00
240,1.03E+00
241,1.03E+00
242,1.03E+00
243,1.03E+00
244,1.04E+00
245,1.06E+00
246,1.06E+00
247,1.06E+00
248,1.06E+00
249,1.04E+00
250,1.04E+00
251,1.04E+00
252,1.04E+00
253,1.06E+00
254,1.06E+00
255,1.06E+00
256,1.06E+00
257,1.04E+00
258,1.03E+00
259,1.03E+00
260,1.01E+00
261,1.03E+00
262,1.03E+00
263,1.03E+00
264,1.03E+00
265,1.01E+00
266,1.00E+00
267,1.00E+00
268,1.00E+00
269,1.00E+00
270,1.01E+00
271,1.03E+00
272,1.03E+00
273,1.01E+00
274,1.01E+00
275,1.01E+00
276,1.01E+00
277,1.03E+00
278,1.04E+00
279,1.06E+00
280,1.07E+00
281,1.07E+00
282,1.07E+00
283,1.06E+00
284,1.06E+00
285,1.06E+00
286,1.06E+00
287,1.07E+00
288,1.06E+00
289,1.06E+00
290,1.04E+00
291,1.03E+00
292,1.01E+00
293,1.01E+00
294,1.01E+00
295,1.03E+00
296,1.03E+00
297,1.03E+00
298,1.01E+00
299,1.01E+00
300,1.00E+00
301,1.01E+00
302,1.01E+00
303,1.03E+00
304,1.03E+00
305,1.04E+00
306,1.03E+00
307,1.03E+00
308,1.03E+00
309,1.03E+00
310,1.03E+00
311,1.04E+00
312,1.06E+00
313,1.06E+00
314,1.06E+00
315,1.06E+00
316,1.04E+00
317,1.04E+00
318,1.03E+00
319,1.01E+00
320,1.03E+00
321,1.06E+00
322,1.07E+00
323,1.06E+00
324,1.03E+00
325,1.01E+00
326,1.01E+00
327,1.01E+00
328,1.03E+00
329,1.04E+00
330,1.03E+00
331,1.01E+00
332,1.01E+00
333,1.00E+00
334,1.00E+00
335,1.04E+00
336,1.07E+00
337,1.06E+00
338,1.04E+00
339,1.03E+00
340,1.03E+00
341,1.03E+00
342,1.06E+00
343,1.06E+00
344,1.04E+00
345,1.03E+00
346,1.03E+00
347,1.03E+00
348,1.03E+00
349,1.03E+00
350,1.01E+00
351,1.03E+00
352,1.04E+00
353,1.06E+00
354,1.06E+00
355,1.07E+00
356,1.07E+00
357,1.04E+00
358,1.01E+00
359,1.01E+00
360,1.01E+00
361,1.03E+00
362,1.03E+00
363,1.04E+00
364,1.04E+00
365,1.03E+00
366,1.03E+00
367,1.01E+00
368,1.03E+00
369,1.03E+00
370,1.03E+00
371,1.04E+00
372,1.04E+00
373,1.04E+00
374,1.03E+00
375,1.03E+00
376,1.03E+00
377,1.06E+00
378,1.07E+00
379,1.09E+00
380,1.09E+00
381,1.09E+00
382,1.06E+00
383,1.04E+00
384,1.03E+00
385,1.03E+00
386,1.03E+00
387,1.03E+00
388,1.09E+00
389,1.04E+00
390,1.07E+00
391,1.07E+00
392,1.07E+00
393,1.07E+00
394,1.07E+00
395,1.06E+00
396,1.06E+00
397,1.07E+00
398,1.07E+00
399,1.06E+00
400,1.03E+00
401,1.01E+00
402,1.01E+00
403,1.04E+00
404,1.07E+00
405,1.10E+00
406,1.09E+00
407,1.07E+00
408,1.06E+00
409,1.06E+00
410,1.04E+00
411,1.06E+00
412,1.09E+00
413,1.07E+00
414,1.07E+00
415,1.03E+00
416,1.03E+00
417,1.06E+00
418,1.01E+00
419,1.01E+00
420,1.06E+00
